LengdeVvekst;LengdeValder;vekstaar;vekstalder;alder_aar;ID;tilv_lengde;klima;loknr;moh;lpnr;dato;aar;periode;navn;alder;lengde;vekt;kjonn;moden;moden1;tilvekstalder;tilvekst;inst_vekst;CPUE;Temp_mai;Temp_juni;Temp_juli;nedbor_mai;nedbor_juni;nedbor_juli;tempratur;nedbor;NaoV;Column1;_1;_2;_3;_4;_5
10;51.47;2003;0;1;529;Tilvekst;3;20;600;31;01.10.2008;2008;1;Rauenjaure;5;178;69.1;1;0;0;Tillvekst_0-1;51.47;1.711554168;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
51.47;87.93;2004;1;2;529;Tilvekst;3;20;600;31;01.10.2008;2008;1;Rauenjaure;5;178;69.1;1;0;0;Tillvekst_1-2;36.46;1.135889888;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
87.93;117.95;2005;2;3;529;Tilvekst;3;20;600;31;01.10.2008;2008;1;Rauenjaure;5;178;69.1;1;0;0;Tillvekst_2-3;30.02;1.065613106;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
117.95;137.25;2006;3;4;529;Tilvekst;3;20;600;31;01.10.2008;2008;1;Rauenjaure;5;178;69.1;1;0;0;Tillvekst_3-4;19.3;1.031768342;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
137.25;10;2007;4;5;529;Tilvekst;3;20;600;31;01.10.2008;2008;1;Rauenjaure;5;178;69.1;1;0;0;Tillvekst_4-5;17.16;0.467833554;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;34.14;2003;0;1;530;Tilvekst;3;20;600;32;01.10.2008;2008;1;Rauenjaure;5;178;70.2;1;0;0;Tillvekst_0-1;34.14;1.533263517;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
34.14;68.27;2004;1;2;530;Tilvekst;3;20;600;32;01.10.2008;2008;1;Rauenjaure;5;178;70.2;1;0;0;Tillvekst_1-2;34.14;1.196291363;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
68.27;92.66;2005;2;3;530;Tilvekst;3;20;600;32;01.10.2008;2008;1;Rauenjaure;5;178;70.2;1;0;0;Tillvekst_2-3;24.38;1.072325935;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
92.66;141.42;2006;3;4;530;Tilvekst;3;20;600;32;01.10.2008;2008;1;Rauenjaure;5;178;70.2;1;0;0;Tillvekst_3-4;48.77;1.093354648;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
141.42;10;2007;4;5;530;Tilvekst;3;20;600;32;01.10.2008;2008;1;Rauenjaure;5;178;70.2;1;0;0;Tillvekst_4-5;26.82;0.465005795;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;62.01;2000;0;1;531;Tilvekst;3;20;600;35;01.10.2008;2008;1;Rauenjaure;8;353;486.5;2;0;1;Tillvekst_0-1;62.01;1.792461731;0.988764;6.67;7.65;12.24666667;37.6;106.4;134.8;9.597142857;407.6;1.85;;;;;;
62.01;124.03;2001;1;2;531;Tilvekst;3;20;600;35;01.10.2008;2008;1;Rauenjaure;8;353;486.5;2;0;1;Tillvekst_1-2;62.01;1.167961752;0.988764;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
124.03;164.57;2002;2;3;531;Tilvekst;3;20;600;35;01.10.2008;2008;1;Rauenjaure;8;353;486.5;2;0;1;Tillvekst_2-3;40.55;1.058668429;0.988764;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
164.57;186.04;2003;3;4;531;Tilvekst;3;20;600;35;01.10.2008;2008;1;Rauenjaure;8;353;486.5;2;0;1;Tillvekst_3-4;21.47;1.024028536;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
186.04;209.89;2004;4;5;531;Tilvekst;3;20;600;35;01.10.2008;2008;1;Rauenjaure;8;353;486.5;2;0;1;Tillvekst_4-5;23.85;1.023081279;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
209.89;248.05;2005;5;6;531;Tilvekst;3;20;600;35;01.10.2008;2008;1;Rauenjaure;8;353;486.5;2;0;1;Tillvekst_5-6;38.16;1.031243644;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
283.83;10;2007;7;8;531;Tilvekst;3;20;600;35;01.10.2008;2008;1;Rauenjaure;8;353;486.5;2;0;1;Tillvekst_7-8;45.32;0.407654397;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
248.05;283.83;2006;6;7;531;Tilvekst;3;20;600;35;01.10.2008;2008;1;Rauenjaure;8;353;486.5;2;0;1;Tillvekst_6-7;35.78;1.02443855;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
10;30.21;2000;0;1;532;Tilvekst;3;20;600;36;01.10.2008;2008;1;Rauenjaure;8;330;380.7;2;0;1;Tillvekst_0-1;30.21;1.480150725;0.988764;6.67;7.65;12.24666667;37.6;106.4;134.8;9.597142857;407.6;1.85;;;;;;
30.21;69.72;2001;1;2;532;Tilvekst;3;20;600;36;01.10.2008;2008;1;Rauenjaure;8;330;380.7;2;0;1;Tillvekst_1-2;39.51;1.24538491;0.988764;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
69.72;113.87;2002;2;3;532;Tilvekst;3;20;600;36;01.10.2008;2008;1;Rauenjaure;8;330;380.7;2;0;1;Tillvekst_2-3;44.15;1.115578208;0.988764;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
113.87;162.68;2003;3;4;532;Tilvekst;3;20;600;36;01.10.2008;2008;1;Rauenjaure;8;330;380.7;2;0;1;Tillvekst_3-4;48.8;1.075337551;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
162.68;204.51;2004;4;5;532;Tilvekst;3;20;600;36;01.10.2008;2008;1;Rauenjaure;8;330;380.7;2;0;1;Tillvekst_4-5;41.83;1.044941369;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
204.51;232.39;2005;5;6;532;Tilvekst;3;20;600;36;01.10.2008;2008;1;Rauenjaure;8;330;380.7;2;0;1;Tillvekst_5-6;27.89;1.024019794;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
262.61;10;2007;7;8;532;Tilvekst;3;20;600;36;01.10.2008;2008;1;Rauenjaure;8;330;380.7;2;0;1;Tillvekst_7-8;41.83;0.413340779;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
232.39;262.61;2006;6;7;532;Tilvekst;3;20;600;36;01.10.2008;2008;1;Rauenjaure;8;330;380.7;2;0;1;Tillvekst_6-7;30.21;1.022438269;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
10;29.47;1998;0;1;533;Tilvekst;3;20;600;38;01.10.2008;2008;1;Rauenjaure;10;418;784.7;1;0;0;Tillvekst_0-1;29.47;1.469380136;0.988764;4.166666667;9.086666667;12.00333333;26.8;128.8;102.9;9.412230216;357.6;0.8;;;;;;
29.47;56.27;1999;1;2;533;Tilvekst;3;20;600;38;01.10.2008;2008;1;Rauenjaure;10;418;784.7;1;0;0;Tillvekst_1-2;26.79;1.191166855;0.988764;4.82;10.85;11.51333333;22.4;73.8;84;10.25395683;259.7;0.98;;;;;;
56.27;77.71;2000;2;3;533;Tilvekst;3;20;600;38;01.10.2008;2008;1;Rauenjaure;10;418;784.7;1;0;0;Tillvekst_2-3;21.44;1.080101607;0.988764;6.67;7.65;12.24666667;37.6;106.4;134.8;9.597142857;407.6;1.85;;;;;;
77.71;120.58;2001;3;4;533;Tilvekst;3;20;600;38;01.10.2008;2008;1;Rauenjaure;10;418;784.7;1;0;0;Tillvekst_3-4;42.87;1.100926052;0.988764;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
120.58;152.73;2002;4;5;533;Tilvekst;3;20;600;38;01.10.2008;2008;1;Rauenjaure;10;418;784.7;1;0;0;Tillvekst_4-5;32.15;1.049320276;0.988764;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
152.73;182.21;2003;5;6;533;Tilvekst;3;20;600;38;01.10.2008;2008;1;Rauenjaure;10;418;784.7;1;0;0;Tillvekst_5-6;29.47;1.035096388;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
209;243.83;2005;7;8;533;Tilvekst;3;20;600;38;01.10.2008;2008;1;Rauenjaure;10;418;784.7;1;0;0;Tillvekst_7-8;34.83;1.028851997;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
243.83;324.22;2006;8;9;533;Tilvekst;3;20;600;38;01.10.2008;2008;1;Rauenjaure;10;418;784.7;1;0;0;Tillvekst_8-9;80.38;1.051842541;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
324.22;10;2007;9;10;533;Tilvekst;3;20;600;38;01.10.2008;2008;1;Rauenjaure;10;418;784.7;1;0;0;Tillvekst_9-10;50.91;0.398273119;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
182.21;209;2004;6;7;533;Tilvekst;3;20;600;38;01.10.2008;2008;1;Rauenjaure;10;418;784.7;1;0;0;Tillvekst_6-7;26.79;1.026353539;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
10;44.63;2002;0;1;534;Tilvekst;3;20;600;39;01.10.2008;2008;1;Rauenjaure;6;265;171.6;1;0;0;Tillvekst_0-1;44.63;1.649626887;0.988764;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
44.63;89.26;2003;1;2;534;Tilvekst;3;20;600;39;01.10.2008;2008;1;Rauenjaure;6;265;171.6;1;0;0;Tillvekst_1-2;44.63;1.182483687;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
89.26;122.74;2004;2;3;534;Tilvekst;3;20;600;39;01.10.2008;2008;1;Rauenjaure;6;265;171.6;1;0;0;Tillvekst_2-3;33.47;1.070914182;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
122.74;164.58;2005;3;4;534;Tilvekst;3;20;600;39;01.10.2008;2008;1;Rauenjaure;6;265;171.6;1;0;0;Tillvekst_3-4;41.84;1.060982186;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
164.58;198.05;2006;4;5;534;Tilvekst;3;20;600;39;01.10.2008;2008;1;Rauenjaure;6;265;171.6;1;0;0;Tillvekst_4-5;33.47;1.036274418;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
198.05;10;2007;5;6;534;Tilvekst;3;20;600;39;01.10.2008;2008;1;Rauenjaure;6;265;171.6;1;0;0;Tillvekst_5-6;47.42;0.435393135;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;43.04;2002;0;1;535;Tilvekst;3;20;600;41;01.10.2008;2008;1;Rauenjaure;6;238;127.5;2;0;0;Tillvekst_0-1;43.04;1.633872263;0.988764;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
43.04;93.68;2003;1;2;535;Tilvekst;3;20;600;41;01.10.2008;2008;1;Rauenjaure;6;238;127.5;2;0;0;Tillvekst_1-2;50.64;1.206732575;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
93.68;129.13;2004;2;3;535;Tilvekst;3;20;600;41;01.10.2008;2008;1;Rauenjaure;6;238;127.5;2;0;0;Tillvekst_2-3;35.45;1.070692308;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
129.13;151.91;2005;3;4;535;Tilvekst;3;20;600;41;01.10.2008;2008;1;Rauenjaure;6;238;127.5;2;0;0;Tillvekst_3-4;22.79;1.033424114;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
151.91;179.77;2006;4;5;535;Tilvekst;3;20;600;41;01.10.2008;2008;1;Rauenjaure;6;238;127.5;2;0;0;Tillvekst_4-5;27.85;1.03352187;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
179.77;10;2007;5;6;535;Tilvekst;3;20;600;41;01.10.2008;2008;1;Rauenjaure;6;238;127.5;2;0;0;Tillvekst_5-6;25.32;0.443514598;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;34.41;2002;0;1;536;Tilvekst;3;20;600;43;01.10.2008;2008;1;Rauenjaure;6;273;198.8;2;0;0;Tillvekst_0-1;34.41;1.536684673;0.988764;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
34.41;84.88;2003;1;2;536;Tilvekst;3;20;600;43;01.10.2008;2008;1;Rauenjaure;6;273;198.8;2;0;0;Tillvekst_1-2;50.47;1.255173169;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
84.88;130.76;2004;2;3;536;Tilvekst;3;20;600;43;01.10.2008;2008;1;Rauenjaure;6;273;198.8;2;0;0;Tillvekst_2-3;45.88;1.09729833;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
130.76;165.18;2005;3;4;536;Tilvekst;3;20;600;43;01.10.2008;2008;1;Rauenjaure;6;273;198.8;2;0;0;Tillvekst_3-4;34.41;1.047948856;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
165.18;195;2006;4;5;536;Tilvekst;3;20;600;43;01.10.2008;2008;1;Rauenjaure;6;273;198.8;2;0;0;Tillvekst_4-5;29.82;1.032497084;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
195;10;2007;5;6;536;Tilvekst;3;20;600;43;01.10.2008;2008;1;Rauenjaure;6;273;198.8;2;0;0;Tillvekst_5-6;34.41;0.436674623;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;80.86;2002;0;1;537;Tilvekst;3;20;600;44;01.10.2008;2008;1;Rauenjaure;6;283;216.9;1;0;0;Tillvekst_0-1;80.86;1.907733737;0.988764;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
80.86;127.06;2003;1;2;537;Tilvekst;3;20;600;44;01.10.2008;2008;1;Rauenjaure;6;283;216.9;1;0;0;Tillvekst_1-2;46.2;1.102883914;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
127.06;161.71;2004;2;3;537;Tilvekst;3;20;600;44;01.10.2008;2008;1;Rauenjaure;6;283;216.9;1;0;0;Tillvekst_2-3;34.65;1.049775468;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
161.71;190.59;2005;3;4;537;Tilvekst;3;20;600;44;01.10.2008;2008;1;Rauenjaure;6;283;216.9;1;0;0;Tillvekst_3-4;28.88;1.032309522;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
190.59;228.13;2006;4;5;537;Tilvekst;3;20;600;44;01.10.2008;2008;1;Rauenjaure;6;283;216.9;1;0;0;Tillvekst_4-5;37.54;1.034245115;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
228.13;10;2007;5;6;537;Tilvekst;3;20;600;44;01.10.2008;2008;1;Rauenjaure;6;283;216.9;1;0;0;Tillvekst_5-6;40.43;0.424055408;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;42.04;2001;0;1;538;Tilvekst;3;20;600;45;01.10.2008;2008;1;Rauenjaure;7;289;237.3;1;0;0;Tillvekst_0-1;42.04;1.623662707;0.988764;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
42.04;78.82;2002;1;2;538;Tilvekst;3;20;600;45;01.10.2008;2008;1;Rauenjaure;7;289;237.3;1;0;0;Tillvekst_1-2;36.78;1.168122186;0.988764;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
78.82;110.35;2003;2;3;538;Tilvekst;3;20;600;45;01.10.2008;2008;1;Rauenjaure;7;289;237.3;1;0;0;Tillvekst_2-3;31.53;1.077050037;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
110.35;160.26;2004;3;4;538;Tilvekst;3;20;600;45;01.10.2008;2008;1;Rauenjaure;7;289;237.3;1;0;0;Tillvekst_3-4;49.92;1.079329839;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
160.26;194.42;2005;4;5;538;Tilvekst;3;20;600;45;01.10.2008;2008;1;Rauenjaure;7;289;237.3;1;0;0;Tillvekst_4-5;34.15;1.038060071;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
194.42;246.96;2006;5;6;538;Tilvekst;3;20;600;45;01.10.2008;2008;1;Rauenjaure;7;289;237.3;1;0;0;Tillvekst_5-6;52.55;1.04538988;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
246.96;10;2007;6;7;538;Tilvekst;3;20;600;45;01.10.2008;2008;1;Rauenjaure;7;289;237.3;1;0;0;Tillvekst_6-7;28.9;0.616514835;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;60.38;2004;0;1;540;Tilvekst;3;20;600;50;01.07.2008;2008;0;Rauenjaure;4;184;72.8;2;0;0;Tillvekst_0-1;60.38;1.780893109;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
60.38;92;2005;1;2;540;Tilvekst;3;20;600;50;01.07.2008;2008;0;Rauenjaure;4;184;72.8;2;0;0;Tillvekst_1-2;31.63;1.102698313;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
92;140.88;2006;2;3;540;Tilvekst;3;20;600;50;01.07.2008;2008;0;Rauenjaure;4;184;72.8;2;0;0;Tillvekst_2-3;48.88;1.094237021;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
140.88;10;2007;3;4;540;Tilvekst;3;20;600;50;01.07.2008;2008;0;Rauenjaure;4;184;72.8;2;0;0;Tillvekst_3-4;28.75;0.465365338;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;29.25;2005;0;1;541;Tilvekst;3;20;600;55;01.07.2008;2008;0;Rauenjaure;3;171;57.7;1;0;0;Tillvekst_0-1;29.25;1.46612587;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
29.25;63;2006;1;2;541;Tilvekst;3;20;600;55;01.07.2008;2008;0;Rauenjaure;3;171;57.7;1;0;0;Tillvekst_1-2;33.75;1.227275629;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
63;10;2007;2;3;541;Tilvekst;3;20;600;55;01.07.2008;2008;0;Rauenjaure;3;171;57.7;1;0;0;Tillvekst_2-3;47.25;0.555759164;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;43.1;2003;0;1;542;Tilvekst;3;20;600;59;01.07.2008;2008;0;Rauenjaure;5;250;166.6;1;0;0;Tillvekst_0-1;43.1;1.63447727;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
43.1;99.14;2004;1;2;542;Tilvekst;3;20;600;59;01.07.2008;2008;0;Rauenjaure;5;250;166.6;1;0;0;Tillvekst_1-2;56.03;1.221337825;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
99.14;142.24;2005;2;3;542;Tilvekst;3;20;600;59;01.07.2008;2008;0;Rauenjaure;5;250;166.6;1;0;0;Tillvekst_2-3;43.1;1.078533708;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
142.24;200.43;2006;3;4;542;Tilvekst;3;20;600;59;01.07.2008;2008;0;Rauenjaure;5;250;166.6;1;0;0;Tillvekst_3-4;58.19;1.069177649;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
200.43;10;2007;4;5;542;Tilvekst;3;20;600;59;01.07.2008;2008;0;Rauenjaure;5;250;166.6;1;0;0;Tillvekst_4-5;32.33;0.434411899;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;41.47;2004;0;1;543;Tilvekst;3;20;600;60;01.07.2008;2008;0;Rauenjaure;4;222;108.8;1;0;0;Tillvekst_0-1;41.47;1.617734035;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
41.47;90.26;2005;1;2;543;Tilvekst;3;20;600;60;01.07.2008;2008;0;Rauenjaure;4;222;108.8;1;0;0;Tillvekst_1-2;48.79;1.208786665;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
90.26;165.89;2006;2;3;543;Tilvekst;3;20;600;60;01.07.2008;2008;0;Rauenjaure;4;222;108.8;1;0;0;Tillvekst_2-3;75.63;1.135170294;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
165.89;10;2007;3;4;543;Tilvekst;3;20;600;60;01.07.2008;2008;0;Rauenjaure;4;222;108.8;1;0;0;Tillvekst_3-4;31.71;0.450486934;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;48.65;2003;0;1;544;Tilvekst;3;20;600;63;01.07.2008;2008;0;Rauenjaure;5;270;194.7;2;0;0;Tillvekst_0-1;48.65;1.687082845;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
48.65;94.86;2004;1;2;544;Tilvekst;3;20;600;63;01.07.2008;2008;0;Rauenjaure;5;270;194.7;2;0;0;Tillvekst_1-2;46.22;1.171894508;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
94.86;128.92;2005;2;3;544;Tilvekst;3;20;600;63;01.07.2008;2008;0;Rauenjaure;5;270;194.7;2;0;0;Tillvekst_2-3;34.05;1.067390781;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
128.92;197.03;2006;3;4;544;Tilvekst;3;20;600;63;01.07.2008;2008;0;Rauenjaure;5;270;194.7;2;0;0;Tillvekst_3-4;68.11;1.087291043;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
197.03;10;2007;4;5;544;Tilvekst;3;20;600;63;01.07.2008;2008;0;Rauenjaure;5;270;194.7;2;0;0;Tillvekst_4-5;53.51;0.435818652;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;74.6;2003;0;1;545;Tilvekst;3;20;600;66;01.07.2008;2008;0;Rauenjaure;5;281;207.9;2;0;0;Tillvekst_0-1;74.6;1.872738827;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
74.6;111.9;2004;1;2;545;Tilvekst;3;20;600;66;01.07.2008;2008;0;Rauenjaure;5;281;207.9;2;0;0;Tillvekst_1-2;37.3;1.094028733;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
111.9;169.1;2005;2;3;545;Tilvekst;3;20;600;66;01.07.2008;2008;0;Rauenjaure;5;281;207.9;2;0;0;Tillvekst_2-3;57.19;1.087519957;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
169.1;223.81;2006;3;4;545;Tilvekst;3;20;600;66;01.07.2008;2008;0;Rauenjaure;5;281;207.9;2;0;0;Tillvekst_3-4;54.71;1.054635563;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
223.81;10;2007;4;5;545;Tilvekst;3;20;600;66;01.07.2008;2008;0;Rauenjaure;5;281;207.9;2;0;0;Tillvekst_4-5;32.33;0.425553738;0.988764;5.39;12.25333333;13.98;52.3;8.8;101;10.66402878;289.1;1.83;;;;;;
10;67.92;2001;0;1;546;Tilvekst;3;20;600;67;01.07.2008;2008;0;Rauenjaure;7;322;336;1;1;1;Tillvekst_0-1;67.92;1.831997677;0.988764;4.68;9.723333333;12.45666667;48.3;44.2;175.7;9.875539568;477.9;-0.5;;;;;;
67.92;125.78;2002;1;2;546;Tilvekst;3;20;600;67;01.07.2008;2008;0;Rauenjaure;7;322;336;1;1;1;Tillvekst_1-2;57.86;1.146077649;0.988764;8.88;13.48333333;14.14333333;6.2;41.6;54.5;12.56214286;209.4;0.79;;;;;;
125.78;168.55;2003;2;3;546;Tilvekst;3;20;600;67;01.07.2008;2008;0;Rauenjaure;7;322;336;1;1;1;Tillvekst_2-3;42.77;1.060543182;0.988764;5.803333333;10.7;16.36666667;71.9;81.2;50;11.18776978;330.4;0.4;;;;;;
168.55;201.25;2004;3;4;546;Tilvekst;3;20;600;67;01.07.2008;2008;0;Rauenjaure;7;322;336;1;1;1;Tillvekst_3-4;32.7;1.034583077;0.988764;6.45;9.476666667;12.04333333;24.8;71.7;70.3;10.04892086;315.8;-0.2;;;;;;
201.25;259.11;2005;4;5;546;Tilvekst;3;20;600;67;01.07.2008;2008;0;Rauenjaure;7;322;336;1;1;1;Tillvekst_4-5;57.86;1.047639265;0.988764;3.983333333;8.766666667;14.92666667;63.2;71.6;57.9;10.11870504;405.7;-0.11;;;;;;
259.11;10;2006;5;6;546;Tilvekst;3;20;600;67;01.07.2008;2008;0;Rauenjaure;7;322;336;1;1;1;Tillvekst_5-6;45.28;0.414338743;0.988764;6.823333333;10.13666667;13.42333333;43.5;57.9;94.3;11.75899281;291.7;-0.82;;;;;;
