vassdragNr,innsjo_nr,year,Coniferous forest,Transitional woodland-shrub,Peat bogs,Water bodies,Non-irrigated arable land,"Land principally occupied by agriculture, with significant areas of natural vegetation",Discontinuous urban fabric,Mixed forest,Sea and ocean,Broad-leaved forest,Moors and heathland,Bare rocks,Sparsely vegetated areas,Glaciers and perpetual snow,Complex cultivation patterns,Sport and leisure facilities,Water courses,Natural grasslands,Continuous urban fabric,Industrial or commercial units,Road and rail networks and associated land,Port areas,Green urban areas,Mineral extraction sites,Pastures,NA,total_pop,pop_density,jan_temp_mean,jan_temp_max,jan_temp_min,jan_total_precip,jan_snow_depth,feb_temp_mean,feb_temp_max,feb_temp_min,feb_total_precip,feb_snow_depth,mar_temp_mean,mar_temp_max,mar_temp_min,mar_total_precip,mar_snow_depth,apr_temp_mean,apr_temp_max,apr_temp_min,apr_total_precip,apr_snow_depth,may_temp_mean,may_temp_max,may_temp_min,may_total_precip,may_snow_depth,jun_temp_mean,jun_temp_max,jun_temp_min,jun_total_precip,jun_snow_depth,jul_temp_mean,jul_temp_max,jul_temp_min,jul_total_precip,jul_snow_depth,aug_temp_mean,aug_temp_max,aug_temp_min,aug_total_precip,aug_snow_depth,sep_temp_mean,sep_temp_max,sep_temp_min,sep_total_precip,sep_snow_depth,oct_temp_mean,oct_temp_max,oct_temp_min,oct_total_precip,oct_snow_depth,nov_temp_mean,nov_temp_max,nov_temp_min,nov_total_precip,nov_snow_depth,dec_temp_mean,dec_temp_max,dec_temp_min,dec_total_precip,dec_snow_depth
016.EAC1C,69,1991,0,0,0,1.0025018421853835,0,0,0,0,0,0,46.11376101450362,22.46671932154629,30.417017821764706,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.064760761412409,-8.787685721065827,0.8344868977864811,-17.510473632812477,85.1200974849095,1258.4635416666667,-10.669000341021786,2.8895456949870018,-21.479040527343727,35.16304313109112,1129.5572916666667,-1.8830089897237674,8.956404622395857,-10.132152303059874,95.16048738369538,1325.5208333333333,-0.7061913384331433,7.792764282226585,-12.306778971354143,60.05569664074528,1117.1875,3.7045547266587846,17.80951843261721,-4.671662394205707,6.4723616352348285,959.3098958333334,6.305162316781529,14.704166666666689,-3.184281412760394,141.42419509627402,232.74739583333334,13.819517936843283,26.247313435872417,4.300124104817731,100.53800716292353,-7.3453647229951e-21,11.849578455443066,21.111688232421898,3.6293324788411687,58.57674438857785,-7.3453647229951e-21,6.612375654997663,20.385247802734398,-3.0717681884765398,100.96824800647751,76.82291666666667,1.637449587203302,10.622232055664085,-4.85686848958331,57.51795712378301,87.56510416666667,-3.605723232693132,2.877119954427106,-19.617259724934872,147.47900461772545,574.21875,-5.687558784621558,4.459319051106793,-15.717540486653624,54.61868777285872,643.2291666666666
016.EAC1C,69,1996,0,0,0,1.0025018421853835,0,0,0,0,0,0,46.11376101450362,22.46671932154629,30.417017821764706,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.958284685271168,-10.897273667311538,-0.1683003743489356,-27.73216349283852,69.21005139759255,529.9479166666666,-11.684571629374394,2.4498891194661687,-21.107494099934872,54.80472064971309,863.6067708333334,-6.337533922092878,1.4902130126953352,-14.649699910481749,21.457361137591374,761.3932291666666,-0.4944043689303612,9.976525878906273,-14.340012613932268,33.359906539070984,633.1380208333334,2.459395468106853,16.22320963541669,-6.685690307617165,130.07801346590972,332.6822916666667,9.56259714055947,18.940230305989605,-0.7316904703775814,71.72251984077486,6.510416666666667,10.43205002952224,20.134637451171898,2.2555175781250227,68.4591939143336,2.9296875,12.134338004272914,20.081455485026066,4.546095784505231,147.93285944363532,-7.3453647229951e-21,6.178971834535976,16.29102478027346,-1.1381490071614355,88.28869412390952,8.463541666666666,2.447154979637465,12.380883789062523,-6.76604309082029,137.22429108219458,118.81510416666667,-6.8457660180550874,5.93890787760419,-19.73497619628904,69.5990222908686,348.9583333333333,-12.37445779205649,0.9048451741536686,-25.793173217773415,68.80003720999402,791.3411458333334
016.EAC1C,69,2000,0,0,0,1.0025018421853835,0,0,0,0,0,0,46.11376101450362,22.46671932154629,30.417017821764706,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1.8100932944010952,-6.563237458916092,4.16571960449221,-18.242402140299458,55.72308394480648,791.9921875,-6.2351125607545255,2.6378061930338768,-17.552343749999977,66.99621403303506,928.3854166666666,-4.109164205845086,6.819670613606793,-13.333563232421852,53.839496900786564,1095.0520833333333,0.22403351819076534,12.621881103515648,-11.803096516927061,117.87498439695908,1161.4583333333333,5.73495482167893,18.83130289713544,-3.5781463623046648,98.56919153600074,635.0911458333334,8.54383392333987,22.06885172526044,-1.937119547526019,93.65211699239615,10.7421875,11.27338820426697,19.570408121744816,1.961043294270856,157.56917864608155,-7.3453647229951e-21,9.814787507142663,18.560667928059917,2.2506347656250227,123.7538190254952,-7.3453647229951e-21,6.187894913002329,12.471988932291689,-0.005194091796852263,141.6277571597012,-7.3453647229951e-21,3.8592542436388158,11.39044087727867,-2.1996520996093523,306.11107445908675,465.1692708333333,-0.4238403249669697,2.5332275390625227,-3.2634999593098732,364.2864764001021,1395.5078125,-5.4008962077479055,3.1722961425781477,-19.230841064453102,105.75080079426395,1333.0078125
016.EAC1C,69,2004,0,0,0,1.0025018421853835,0,0,0,0,0,0,46.11376101450362,22.46671932154629,30.417017821764706,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.2777129136948908,-10.328648705978102,-2.3140930175781023,-19.808681233723934,113.27473886118848,1347.0052083333333,-6.289378609785142,2.7393585205078352,-17.65586954752602,33.641551560984105,1344.0755208333333,-3.1538071772530807,6.014296468098981,-14.715399169921852,64.57505324567474,1232.0963541666667,0.9884557158858911,8.290979003906273,-7.88756408691404,97.85277449553338,1305.9895833333333,5.2836877911749225,15.477705891927107,-4.19615783691404,142.16788864444752,676.1067708333334,9.114378088491966,19.051807657877628,1.1392303466797102,121.17264379073116,14.973958333333334,10.595543961883891,18.81672058105471,1.7513519287109602,113.2129740953438,-7.27919033709973e-21,12.135324629916965,22.75781656901044,2.034377034505231,169.60118020131412,1.6276041666666667,7.375461677268713,18.974354044596378,0.07028605143231441,69.30901668559268,-7.3453647229951e-21,1.3798718141398847,7.282500203450543,-7.345800781249977,174.54021622935065,112.63020833333333,-3.9535480499267237,4.954970296223981,-15.590770467122374,94.03528066559018,320.9635416666667,-5.2871970843243234,2.300459798177106,-16.594178263346333,83.15753732739377,603.515625
016.EAC1C,69,2008,0,0,0,1.0025018421853835,0,0,0,0,0,0,46.11376101450362,22.46671932154629,30.417017821764706,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1.2777129136948908,-5.553398691539655,0.42590230305991855,-15.254431152343727,201.27893349672613,1281.5755208333333,-3.003103316149937,4.114973958333356,-14.250616455078102,76.71878885734291,1456.0546875,-5.146163269097637,3.8470245361328352,-15.753062947591124,151.31947000533805,1823.8932291666667,0.0631047566732074,8.039417521158876,-7.969137573242165,117.67760811261496,1830.7291666666667,4.944271875196932,17.971037801106792,-4.639451090494769,58.57547287526307,1303.7109375,9.513810376767802,22.032734171549503,0.32125244140627274,89.15725792130758,219.40104166666666,13.176329022752782,24.74683532714846,3.3084452311198143,131.60184909423003,-7.3453647229951e-21,10.276266010516887,21.24103190104169,3.1972391764323143,103.76555381904613,-7.3453647229951e-21,6.2363482369317085,14.371728515625023,-0.7068593343098731,105.17486948399225,35.15625,1.3253312415120035,8.854394531250023,-12.28332621256508,107.84303831188781,134.765625,-4.046376800537094,4.864770507812523,-17.532349650065083,90.6249551053359,409.5052083333333,-9.304978625663276,2.3288462320963768,-21.274053955078102,62.37785935714868,678.0598958333334
016.G5C2B2C,109,2000,0,0,0,1.9939623301905365,0,0,0,0,0,0,9.05978605648284,0,88.94625161332662,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2.144590138741079,-7.330128839964482,0.8341217041015853,-18.845797729492165,93.6493833181153,1157.8125,-8.101709633311975,1.5313568115234601,-20.563922119140603,93.57563777850828,1397.265625,-7.2279061553298565,1.3541717529297101,-15.610055541992164,81.83127853289207,1641.9921875,-2.149675068325439,9.11523132324221,-12.785235595703103,96.43128658678606,1686.5234375,1.3229179013160206,7.391308593750023,-8.146069335937478,66.72738297849037,1341.015625,5.351801045735693,18.29426879882815,-7.485687255859352,100.91579629810852,342.96875,9.266605820194389,17.495574951171896,-0.5910400390624773,122.16681808757173,-7.3453647229951e-21,7.455665748350111,15.225796508789085,-1.7247955322265398,109.82463971469656,7.2265625,4.152347314622682,11.281469726562523,-2.3011199951171646,90.58109761062383,4.8828125,1.5126965389456928,8.344607543945335,-4.082861328124977,213.0421777283459,510.7421875,-2.471785384284101,0.7598968505859602,-7.22977600097654,214.56376068453477,1163.0859375,-8.510460744878277,1.5789245605468978,-22.3370910644531,81.23639586160607,1287.109375
016.L2AC,40,1995,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.178230646605101,-0.893186950683571,-22.44859924316404,164.445515216471,1741.2109375,-9.50719814754666,0.34041748046877274,-22.657629394531227,150.1696817841811,2081.54296875,-8.338784835159117,0.11831054687502274,-19.011633300781227,95.71764736970678,2197.75390625,-5.710347853766507,6.75922546386721,-14.461378479003884,48.471038104914044,2192.87109375,-1.1674581466182303,7.1006332397461165,-9.547705078124977,57.75541282620367,2016.11328125,5.237400584750702,18.190782165527366,-2.2619079589843523,93.4278682418892,1461.42578125,8.485991045223784,18.833398437500023,-1.9130920410156023,85.41162405484926,29.296875,9.862295856270748,20.99738464355471,-2.7549957275390398,20.095906678324837,0.9765625,3.092931323581297,14.76477966308596,-12.616888427734352,143.7248820084882,162.109375,0.9663443083404388,12.917016601562523,-11.473951721191384,172.18710212511823,213.8671875,-6.8506559371948015,2.690797424316429,-20.002645874023415,57.8708382401274,279.78515625,-13.817675059328792,2.1282211303711165,-27.436376953124977,22.50543555140183,402.34375
016.L2AC,40,2000,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.753756402128488,0.617127990722679,-18.59636535644529,130.16517503230673,1572.265625,-8.571308232449923,1.1670623779297102,-20.794195556640602,134.74341704534254,1898.4375,-7.653909757060376,1.0316253662109602,-15.899702453613259,103.74104443207344,2199.70703125,-2.668264749315,7.97480163574221,-13.238165283203102,110.6224476828821,2148.4375,0.8227666916386056,6.715417480468773,-7.725012207031227,75.88285162120201,1823.73046875,3.893334791395432,15.315591430664085,-7.804632568359352,104.83226700457138,896.97265625,8.566124626898016,16.826394653320335,-1.4250244140624773,118.70554954337464,0.48828125,6.863557003390412,14.344201660156273,-1.8300689697265398,120.74756190870062,12.20703125,3.782079845004631,10.909204101562523,-2.6829284667968523,117.67558843675374,10.7421875,1.2332085517145401,7.42127380371096,-3.9452880859374773,243.2977576767712,582.51953125,-2.7869796117146564,0.1748825073242415,-7.724005126953102,218.4097980723827,1222.65625,-8.13181648664576,1.2358032226562727,-21.27605285644529,102.00100305269189,1378.41796875
016.L2AC,40,2005,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.247394738146028,1.6570983886718977,-18.637167358398415,214.85030343244205,1915.0390625,-10.498288309006455,-2.214170837402321,-19.653967285156227,47.170807067761444,1867.1875,-7.660460576703429,1.8273101806640852,-23.441809082031227,66.49800892772006,2182.6171875,-2.5309764862060433,3.3812652587890852,-10.396734619140602,63.76181892253996,2058.59375,-0.906535888999997,5.526643371582054,-8.56706848144529,75.25858213436365,1871.58203125,3.775794516669407,13.598001098632835,-6.606588745117165,77.71909472022287,1231.93359375,9.74876326694286,19.206689453125023,3.2055755615234602,135.73577672051584,96.19140625,7.655837344097847,16.661920166015648,-0.4781936645507585,78.05704496358246,5.859375,4.51909777323408,14.147027587890648,-4.568243408203102,95.72835900587151,19.04296875,1.6606202566495654,10.036157226562523,-18.174658203124977,118.88551027501393,271.97265625,-4.893741544087703,4.69318542480471,-19.007711791992165,191.38502537738944,399.4140625,-8.959857194141648,2.1503387451172102,-19.718237304687477,57.228831873484154,630.37109375
016.L2AC,40,2009,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.55257788217196,0.17818603515627274,-23.22752990722654,135.36026582249505,1568.359375,-12.098450133914014,-2.9428466796874773,-24.097387695312477,52.20386558195145,1665.0390625,-6.798121126236424,0.30501708984377274,-14.340361022949196,91.60552369985453,1734.86328125,-0.31308841705319423,5.59223327636721,-5.482855224609352,47.25817771187124,1681.640625,1.0129597858716295,12.590921020507835,-6.601477050781227,87.69291301617699,1015.13671875,5.8666818830702425,18.250817871093773,-5.78923645019529,62.23036051151354,455.56640625,9.124689951250645,20.91437683105471,2.551301574707054,158.58556517166988,-7.3453647229951e-21,7.630842729794097,15.562432861328148,0.38053283691408524,121.8403520164415,0.9765625,4.486304834153941,11.224664306640648,-5.198339843749977,73.55173798337233,28.3203125,-3.3265856999222763,2.3241363525390852,-14.631269836425759,70.18954936098254,353.02734375,-4.589836586846218,2.6415802001953352,-14.499288940429665,203.76560559259005,1013.18359375,-12.338750092701218,-2.5427688598632585,-26.813116455078102,70.60455541901689,1304.19921875
016.BB2,14367,1987,81.78457003954685,0.12581398114834527,0.6710698462727841,8.627828491570277,1.070440962207487,0.29223409949154056,0,0.5888354494365318,0,0,2.5521468288186493,0,4.278325800600637,0,0,0,0.00873450090690137,0,0,0,0,0,0,0,0,0,384,4.305132527666748,-15.195439156152844,3.7318206787109602,-32.59575500488279,23.29297065303848,893.06640625,-7.783854434603725,0.44341430664064774,-20.156576538085915,43.36508089788538,871.337890625,-5.612698659589185,4.806912994384788,-19.985601806640602,115.77525559241764,1193.603515625,2.31470262739397,14.663014984130882,-5.543646240234352,49.6907404114495,1125.732421875,6.684991373041655,23.34272155761721,-3.3118347167968523,93.11417611848682,322.998046875,10.254640621609184,21.03371963500979,1.5671859741211165,131.26223465484443,0.732421875,13.695978993241525,25.18354187011721,4.687783813476585,61.8664805693534,-7.3453647229951e-21,11.15794383633525,19.696374511718773,3.533570861816429,147.15633108566095,-7.3453647229951e-21,8.025227779812298,16.12543640136721,0.3281761169433821,97.62845048301116,-7.3453647229951e-21,5.56815127711144,11.485772705078148,-0.9166320800781023,328.69491047580016,13.18359375,-0.6998230828179004,6.522546386718773,-10.418222808837868,108.33254651174329,344.7265625,-4.527865001719462,4.81277999877932,-14.587805175781227,35.3641956330506,406.494140625
016.BB2,14367,1996,81.78457003954685,0.12581398114834527,0.6710698462727841,8.627828491570277,1.070440962207487,0.29223409949154056,0,0.5888354494365318,0,0,2.5521468288186493,0,4.278325800600637,0,0,0,0.00873450090690137,0,0,0,0,0,0,0,0,0,115,1.2892975017751982,-8.783858096215013,1.4637504577636946,-25.739008331298805,85.45889720331701,597.900390625,-9.311838114946724,2.6489730834961165,-20.406290435790993,66.62894851922374,943.115234375,-4.129222246395628,3.3285804748535384,-11.446024322509743,21.36863341502604,824.462890625,1.9978672239515873,13.851888275146507,-10.966467285156227,27.50094628805755,685.791015625,5.684949247298732,19.96310195922854,-2.3258270263671648,140.17059477777138,123.779296875,12.165230920579717,21.010781860351585,1.7474761962890852,64.41568826236121,0.244140625,13.139974930465883,23.650262451171898,4.59723815917971,48.310650894244134,-7.3453647229951e-21,14.775898439140747,22.892808532714866,6.120782470703148,154.9616328706449,-7.3453647229951e-21,9.232448577880888,19.09034118652346,1.5152526855468977,89.78802412796583,-7.3453647229951e-21,5.401517527590542,13.975122070312523,-1.4561523437499773,120.58129590349509,3.41796875,-2.3853633668687593,10.693719482421898,-13.320097351074196,81.32021359777752,268.798828125,-9.159018785210037,1.824067687988304,-21.621366882324196,72.99639481286846,608.154296875
016.BB2,14367,2006,81.49465894561565,0.4157250750795397,0.6710698462727841,8.627828491570277,1.070440962207487,0.29223409949154056,0,0.5888354494365318,0,0,2.5521468288186493,0,4.278325800600637,0,0,0,0.00873450090690137,0,0,0,0,0,0,0,0,0,230,2.5785950035503964,-5.8648824302098745,3.2806945800781477,-15.466623687744118,116.80185957341749,1030.76171875,-5.569999122619606,4.575925445556663,-15.759760284423805,129.67067986176062,1274.90234375,-6.116750462849922,4.794881439209007,-19.995794677734352,46.4653159390096,1289.0625,1.0964492373996535,9.105733489990257,-6.016760253906227,90.62800918495384,1138.427734375,7.366567578879767,20.30158386230471,-2.3300117492675554,100.35344154112735,637.451171875,14.054089588589179,25.887963867187523,2.4984069824218977,50.314279521746386,-7.3453647229951e-21,17.852801054267502,27.090173339843773,7.5521713256836165,63.880479457711914,-7.3453647229951e-21,15.064023077359778,24.45832214355471,8.183675384521507,167.3845749223375,-7.3453647229951e-21,12.446460533142115,19.472955322265648,4.601930236816429,108.67920622168015,-7.3453647229951e-21,7.003594540011505,14.231958007812523,-2.8758605957031023,156.45110532980055,89.111328125,1.911420377095567,8.70551452636721,-5.704962158203102,152.96159884119476,90.087890625,-0.30267411098681407,7.147393798828148,-6.2422317504882585,108.96287189763143,75.439453125
016.K2,11836,1995,0,0,0.9162739992612148,2.3879884317029,0,0,0,0,0,6.505365203211014,44.84156658528015,0,45.34880578054472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.156882780341675,-0.9292510986327898,-22.60680236816404,158.30426985132817,1666.015625,-9.48959386462252,0.41271362304689774,-22.849035644531227,137.9726119604392,1963.8671875,-8.361220833563038,-0.009619140624977263,-19.224523925781227,89.98245119651571,2083.984375,-5.752209832933204,6.79926452636721,-14.522741699218727,44.88578891935191,2064.453125,-1.2431233641921722,6.89313659667971,-9.792822265624977,57.52616591181692,1904.296875,5.218405087788938,17.073464965820335,-2.4249938964843523,97.53097003184052,1419.921875,8.478245487008053,18.825585937500023,-1.8105529785156023,85.79441998475801,24.4140625,9.906162413730442,21.03254089355471,-2.3536285400390398,20.128242198115487,0.9765625,3.030160056220211,14.57044372558596,-12.109197998046852,138.4593853372884,160.15625,0.8956839735790254,12.647485351562523,-11.996496582031227,156.39887480540082,208.984375,-6.955245780944779,2.5526519775390852,-19.549353027343727,52.85938401554091,262.6953125,-13.838472952893937,2.2053161621093977,-27.202001953124977,20.79888006567643,375.9765625
016.K3E,18854,1995,0,0,0,4.990182949179977,0,0,0,0,0,0,39.87210614754247,0,55.13771090327755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.512657362414899,-0.8921417236327898,-20.16246643066404,155.12548709023122,1718.75,-8.875395634060766,0.26232299804689774,-21.521887207031227,171.2084375586791,2164.0625,-8.038554870441374,-0.5209716796874773,-18.08959045410154,101.04855268796697,2249.0234375,-5.431668112013057,6.31488952636721,-13.65856018066404,60.38532114209971,2331.0546875,-0.8520967134865032,7.35895690917971,-8.728659057617165,55.10946578707632,2147.94921875,5.5866559558444635,17.669427490234398,-1.4230407714843523,91.90782314024659,1498.046875,8.773747524138429,19.489648437500023,-1.7257293701171648,106.22481350177537,53.22265625,9.914679771341326,20.767907714843773,-3.1113723754882585,26.229105416422982,0.9765625,3.2279465145535085,14.90442810058596,-13.19725646972654,148.48044604247335,240.234375,0.8133560795938024,12.466821289062523,-11.495520019531227,191.01544945044324,290.52734375,-7.141270086500356,2.2030426025390852,-20.613165283203102,65.84902425144179,382.32421875,-12.974707359395978,1.7860351562500227,-23.959814453124977,25.55746531009362,506.34765625
016.K3E,18827,1995,0,0,0,5.467521623936876,0,0,0,0,0,0,39.81587574685265,0,54.71660262921048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.512657362414899,-0.8921417236327898,-20.16246643066404,155.12548709023122,1718.75,-8.875395634060766,0.26232299804689774,-21.521887207031227,171.2084375586791,2164.0625,-8.038554870441374,-0.5209716796874773,-18.08959045410154,101.04855268796697,2249.0234375,-5.431668112013057,6.31488952636721,-13.65856018066404,60.38532114209971,2331.0546875,-0.8520967134865032,7.35895690917971,-8.728659057617165,55.10946578707632,2147.94921875,5.5866559558444635,17.669427490234398,-1.4230407714843523,91.90782314024659,1498.046875,8.773747524138429,19.489648437500023,-1.7257293701171648,106.22481350177537,53.22265625,9.914679771341326,20.767907714843773,-3.1113723754882585,26.229105416422982,0.9765625,3.2279465145535085,14.90442810058596,-13.19725646972654,148.48044604247335,240.234375,0.8133560795938024,12.466821289062523,-11.495520019531227,191.01544945044324,290.52734375,-7.141270086500356,2.2030426025390852,-20.613165283203102,65.84902425144179,382.32421875,-12.974707359395978,1.7860351562500227,-23.959814453124977,25.55746531009362,506.34765625
016.K3E,18827,2000,0,0,0,5.467521623936876,0,0,0,0,0,0,39.81587574685265,0,54.71660262921048,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1.855052588732791,-7.171053109117707,0.45691833496096024,-17.51042785644529,160.99688453643424,1784.1796875,-8.055375952008092,1.0736785888672102,-19.330328369140602,160.86685880111418,2181.640625,-7.503134544946818,0.5785003662109602,-15.293249511718727,120.982596904188,2490.234375,-2.4611548317803056,7.98523864746096,-12.999884033203102,115.79577322151735,2461.9140625,1.224190320250841,6.777917480468773,-7.742590332031227,73.2813621964965,2134.765625,3.7642033894856866,15.213052368164085,-7.889593505859352,126.43032296331924,1177.734375,9.02931189588324,17.727761840820335,-1.4494384765624773,102.00562447833406,70.80078125,7.12985010864918,14.906167602539085,-1.8398345947265398,133.29135940168158,20.5078125,3.8572263293796425,11.473657226562523,-2.6303924560546648,117.37261802736043,14.6484375,1.2315560084517472,7.71912536621096,-5.248358154296852,231.63716690891079,554.6875,-2.731245019700765,0.30481872558596024,-8.45751037597654,191.1810887620895,1124.51171875,-8.270236345516707,1.4740844726562727,-20.732855224609352,96.2944394607348,1299.31640625
016.BG111,13194,1987,28.83382393404665,0,8.882468682023248,4.584391110003582,0,0,0,2.296997731296172,0,10.885365562425696,44.22051593543798,0,0.29643704476666616,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1.6766951201110074,-16.177328778338662,1.1293731689453352,-33.44246139526365,22.507396336060026,1240.478515625,-8.674552095504012,0.47539672851564774,-19.49336471557615,39.651629571991975,1103.759765625,-8.02166636477233,0.9797721862793196,-20.711676025390602,84.19001671845905,1334.47265625,0.38144389258492595,10.573060607910179,-7.30272521972654,37.587641035486286,1299.8046875,2.675992953392779,16.13251647949221,-5.762091064453102,72.60257499825329,715.33203125,7.396989525689051,16.83777770996096,-1.5029167175292741,117.93657695931259,223.388671875,11.067346417006647,22.732202148437523,2.0442291259765852,45.034087906589804,-7.3453647229951e-21,8.58706889408893,16.45184478759768,0.40747985839846024,153.02847265551378,2.197265625,5.026925235324455,12.402825927734398,-2.1930297851562273,89.26201471679107,10.986328125,2.6327861949961857,9.185968017578148,-3.5152648925781023,314.4159584434725,96.435546875,-2.957367706298797,3.1594024658203352,-12.838903808593727,93.98017273292325,564.697265625,-6.377030067033644,3.3845573425293196,-19.001867675781227,47.01626852464358,635.7421875
016.BG111,13194,1996,28.83382393404665,0,8.882468682023248,4.584391110003582,0,0,0,2.296997731296172,0,10.885365562425696,44.22051593543798,0,0.29643704476666616,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2.235593493481343,-10.634279304422336,0.03773651123049149,-27.259252929687477,67.05446928750547,510.7421875,-11.444022022992684,2.0643249511718977,-20.660795593261696,67.09061257004123,878.41796875,-6.8544846319383055,-0.3424819946288835,-14.72466125488279,20.04954909853396,795.166015625,-0.4746093114216876,10.116441345214866,-14.097662353515602,36.909938071914894,656.005859375,2.290768457228154,16.728372192382835,-6.83452453613279,113.4536248704876,371.09375,9.337486373053679,19.05862197875979,-1.1700042724609148,69.9730651537358,22.216796875,10.034075652912122,20.09534606933596,2.6702667236328352,40.07552043517393,0.9765625,11.94571858888034,19.763345336914085,4.175172424316429,129.42769595286308,-7.3453647229951e-21,6.777107323540619,16.002935028076195,-0.38431396484372726,83.41200351763334,2.9296875,2.6911089989447134,10.682153320312523,-4.174936676025368,147.61295970874144,122.55859375,-5.091472986009379,6.207585906982445,-16.55102386474607,86.64030067301098,317.138671875,-11.574129383538349,0.5009819030761946,-24.106161499023415,71.57138186673961,757.32421875
016.BG111,13194,2000,28.83382393404665,0,8.882468682023248,4.584391110003582,0,0,0,2.296997731296172,0,10.885365562425696,44.22051593543798,0,0.29643704476666616,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1.4903956623208954,-5.315507572953393,3.828218078613304,-16.99346771240232,86.85552744238478,968.75,-5.405096874017815,3.527223205566429,-16.700048828124977,102.58944927738867,1175.29296875,-4.119008148357423,6.130036926269554,-12.629728698730446,75.83005565419754,1409.423828125,0.1487091276380994,12.52362976074221,-10.601072692871071,114.5039803817518,1393.310546875,4.4921622204524425,14.004884338378929,-4.294828796386696,97.52992494969703,901.3671875,8.216153801812084,21.690759277343773,-2.2903465270995866,99.10012184413475,60.302734375,11.437128464893647,20.501397705078148,2.5451751708984602,146.72642320918428,-7.3453647229951e-21,9.737321205549364,17.089463806152366,2.407453155517601,127.89010942671553,-7.3453647229951e-21,6.502052582634846,12.367707824707054,0.6110168457031477,149.6902974027705,-7.3453647229951e-21,4.078739071917823,10.47596130371096,-1.2616638183593523,286.2570528899937,461.9140625,0.03473466237387868,2.7200866699218977,-4.07274475097654,304.30707983832053,1199.70703125,-4.561492173389695,3.490064239501976,-17.938009643554665,115.97276019642777,1176.025390625
016.BG111,13194,2005,28.83382393404665,0,8.882468682023248,4.584391110003582,0,0,0,2.296997731296172,0,10.885365562425696,44.22051593543798,0,0.29643704476666616,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1.8008947586377486,-4.600219287667187,4.066766357421898,-15.539701843261696,158.4663136811031,982.177734375,-7.5707370394751905,1.0979705810547102,-18.12096252441404,40.5179619979954,1011.23046875,-4.832883580525689,5.13233337402346,-21.415243530273415,63.82768358887958,1317.626953125,0.7276220109727802,6.97177658081057,-6.76461257934568,53.56761790015341,1048.095703125,2.6263023376465213,10.155572509765648,-5.742834472656227,96.11251880657434,706.54296875,8.535444174872524,19.317193603515648,-0.9637664794921648,93.99819236669771,162.353515625,12.77021154588273,22.875665283203148,6.35226974487307,141.21026590274965,-7.3453647229951e-21,10.655160050751078,20.508630371093773,2.5570312500000227,87.15947888348907,-7.3453647229951e-21,7.4456412845188,17.217828369140648,-1.5741027832031023,95.18429898423264,-7.3453647229951e-21,3.8668672377063587,12.472680664062523,-10.981672668457009,136.99907497490216,232.177734375,-1.0348595725165097,7.376092529296898,-15.079225921630837,185.91405659448768,164.0625,-5.5177204911426685,4.2841049194336165,-18.08043518066404,54.938292429991264,389.404296875
016.BG111,13194,2009,28.83382393404665,0,8.882468682023248,4.584391110003582,0,0,0,2.296997731296172,0,10.885365562425696,44.22051593543798,0,0.29643704476666616,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.241996385267413,-7.91575281286751,2.9998641967773665,-20.33040084838865,143.33426088222367,1229.736328125,-9.41564548129125,1.1748291015625227,-19.455053710937477,49.36153613945038,1255.37109375,-3.19394724035773,4.450044250488304,-10.890119934082009,101.22656459543578,1415.771484375,2.4339988496568594,10.72846374511721,-4.63939514160154,51.70370073547659,1253.173828125,4.777901585896828,18.987405395507835,-3.6649536132812273,100.68039630899506,544.677734375,9.925597763061546,21.950799560546898,-0.15527954101560226,63.90678957459528,18.5546875,11.979661888204618,24.202844238281273,4.83320007324221,207.23919757408993,-7.3453647229951e-21,10.5953215814406,18.7049385070801,3.6935363769531477,141.8986672637388,-7.3453647229951e-21,7.41806685129805,14.480432128906273,-1.9192260742187273,58.34344150557769,4.638671875,-0.06868853825392307,5.83173522949221,-9.365026855468727,75.09762305449641,174.560546875,-1.5416920555962292,4.561380004882835,-8.481939697265602,237.56502290950365,741.455078125,-9.608023419944175,0.08934936523439774,-23.35594024658201,93.45380972914796,1162.109375
